ID,Area,Interaction,Zen_Behavior,Zen_Ref,UX_Spec_Ref,XBrowser_Current,XBrowser_Task,Suggested_Files,DependsOn,Priority,Milestone,Status,Done_Criteria,Test_Steps
NEXT-V5-045,Tabs,TabModel 缩略图缓存：LRU 与释放策略,预览图不应无限占用内存且应更新及时, ,docs/UX_SPEC.md,TabModel 未存 thumbnail,TabModel 增加 thumbnail role（QImage/QUrl）；在 tab 切换/加载完成时异步捕获；实现 LRU 限制（例如 30 张）；reduceMotion 可降低频率,src/core/TabModel.*; ui/qml/BrowserWindow.qml,NEXT-V5-044,P2,M19,todo,切换多个 tab 后 hover 可看到对应预览且内存不持续增长,打开10个 tab->来回切换->观察预览更新；监控内存不持续增长；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure
NEXT-V5-046,Glance,Tab hover 预览弹层：不被裁剪且靠近边缘自动翻转,Zen 的 preview tooltip 永不被窗口边缘吃掉并可快速扫览, ,docs/UX_SPEC.md,当前无 hover preview,使用 PopupManager 显示 TabPreviewPopup：thumbnail+title+url；边缘自动翻转；延迟 300ms 出现；移出即关闭,ui/qml/BrowserWindow.qml; ui/qml/components/PopupManager.qml; ui/qml/components/TabPreviewPopup.qml (new),NEXT-V5-045,P1,M19,todo,hover tab 后出现预览且靠近窗口边缘仍完整可见,缩小窗口->hover 最底部 tab->预览弹层自动翻转且完整；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure
NEXT-V5-047,Tabs,Tab/Workspace 新增单测：group collapse 与 recently closed,高风险状态机需要单测避免回归, ,docs/UX_SPEC.md,缺少折叠与 recently closed 的单测覆盖,扩展 TestTabModel/TestSessionStore 覆盖 group collapsed 持久化；recentlyClosed push/pop/limit；restore 行为,tests/TestTabModel.cpp; tests/TestSessionStore.cpp; src/core/TabModel.*; src/core/SessionStore.*,NEXT-V5-039,P2,M19,todo,ctest 覆盖新增用例且通过,cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure
NEXT-V5-048,Meta/Process,模块验收与归档(M19 Tabs/Workspaces/Preview),完成后刷新 merged 与统计, ,docs/UX_SPEC.md,M19 任务尚未归档,完成 NEXT-V5-039..047 后把 Status 置为 done；运行合并脚本刷新 merged CSV,reference/developing/zen_browser_next_plan_v5.csv; scripts/merge_plans.ps1,NEXT-V5-039,P0,M19,todo,merged_developing 中不再包含 NEXT-V5-039..048 且 counts 更新,修改 Status->done；运行 powershell -NoProfile -ExecutionPolicy Bypass -File scripts/merge_plans.ps1 -IncludeLayout；检查 reference/zen_browser_merged_areas.csv
NEXT-V5-049,Theme,Theme 编辑器：Accent/Radius/Separation 可调,Zen 主题设置可调整主色与圆角间距并即时反馈, ,docs/UX_SPEC.md,ThemesDialog 仅切换 themeId 无细粒度参数,AppSettings 增加 themeAccent/themeRadius/themeSeparation；ThemeController 将其映射到 QML theme vars；Settings/Theme 页面提供 ColorDialog/Slider,src/core/AppSettings.*; src/core/ThemeController.*; ui/qml/components/ThemesDialog.qml; ui/qml/components/SettingsDialog.qml; tests/TestThemeSystem.cpp, ,P2,M20,todo,调整参数后 UI 颜色/圆角/间距即时变化且重启保持,打开 Themes->调整 accent 与 radius->观察侧栏与按钮变化->重启保持；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure
NEXT-V5-050,Workspaces/Theme,每 Workspace 主题覆盖：切换 workspace 自动切换 accent,Zen 可为不同 workspace 设置不同的主题风格帮助区分上下文, ,docs/UX_SPEC.md,workspace 没有主题字段,WorkspaceModel 增加 workspaceAccent/themeOverride 字段并持久化；切换 workspace 时 ThemeController 选择 workspace override；UI 提供设置入口,src/core/WorkspaceModel.*; src/core/ThemeController.*; ui/qml/BrowserWindow.qml; tests/TestWorkspaceModel.cpp,NEXT-V5-049,P3,M20,todo,两个 workspace 设置不同 accent 后切换时 UI 主色随之变化且重启保持,为 workspace A/B 设置不同 accent->在 A/B 间切换->颜色变化->重启保持；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure
NEXT-V5-051,Mods,Mods 注入网页：启用后对所有页面生效且可实时更新,Zen Mods 可注入 CSS 改变网页外观且开关即时生效, ,docs/UX_SPEC.md,ModsModel 有 combinedCss 但未确认已注入 WebView2,WebView2View 增加 setUserCss(css)；通过 AddScriptToExecuteOnDocumentCreated 注入 style；监听 ModsModel.combinedCssChanged 并更新所有 view；提供开关,src/core/ModsModel.*; src/engine/webview2/WebView2View.*; ui/qml/BrowserWindow.qml, ,P2,M20,todo,启用一个简单 CSS mod 后页面背景/字体变化且新开 tab 自动应用,新建 mod：body{background:red;}->打开网页->背景变红->禁用->恢复；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure
NEXT-V5-052,Sidebar/CustomizableUI,侧栏顶部按钮可自定义：显示/隐藏/排序,Zen 顶部按钮区可定制以适配不同使用习惯, ,docs/UX_SPEC.md,顶部按钮固定且不可配置,定义 SidebarButtonsStore（JSON）；支持显示/隐藏与排序；BrowserWindow 按配置渲染；Settings 提供拖拽排序 UI,src/core/SidebarButtonsStore.* (new); ui/qml/BrowserWindow.qml; ui/qml/components/SettingsDialog.qml; tests/TestAppSettings.cpp, ,P3,M20,todo,用户可隐藏一个按钮并拖拽排序且重启保持,Settings->Sidebar->隐藏 Downloads 按钮->侧栏顶部消失->拖拽排序->重启保持；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure
NEXT-V5-053,Accessibility,无障碍：关键控件 accessibleName 与键盘导航,主流浏览器在键盘与读屏下可操作且焦点可见, ,docs/UX_SPEC.md,QML 控件缺少 accessibleName 与 focus ring,为地址栏/侧栏tab列表/主要按钮/对话框控件补齐 Accessible.name；统一 focus ring 样式；Tab/Shift+Tab 导航顺序可预期,ui/qml/BrowserWindow.qml; ui/qml/components/*.qml, ,P2,M20,todo,仅用键盘可完成常用流程且焦点可见,仅键盘：Ctrl+L 输入 URL 回车->Ctrl+K 切换 tab->Alt 打开菜单->打开 Settings->Esc 关闭；观察焦点可见；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure
NEXT-V5-054,Core/UI,自定义相关单测：theme/workspace/sidebar buttons,自定义配置需可回归, ,docs/UX_SPEC.md,单测未覆盖新字段,扩展现有单测覆盖 themeAccent/themeRadius/workspaceAccent/sidebarButtons 的保存与回读,tests/TestThemeSystem.cpp; tests/TestWorkspaceModel.cpp; tests/TestAppSettings.cpp,NEXT-V5-049,P2,M20,todo,ctest 覆盖新增用例且通过,cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure
NEXT-V5-055,Meta/Process,模块验收与归档(M20 Customization/Accessibility),完成后刷新 merged 与统计, ,docs/UX_SPEC.md,M20 任务尚未归档,完成 NEXT-V5-049..054 后把 Status 置为 done；运行合并脚本刷新 merged CSV,reference/developing/zen_browser_next_plan_v5.csv; scripts/merge_plans.ps1,NEXT-V5-049,P0,M20,todo,merged_developing 中不再包含 NEXT-V5-049..055 且 areas/counts 更新,修改 Status->done；运行 powershell -NoProfile -ExecutionPolicy Bypass -File scripts/merge_plans.ps1 -IncludeLayout；检查 reference/zen_browser_merged_developing.csv
NEXT-V5-056,DX,一键自检脚本：build+ctest（Debug）,Zen 工程化体验=一条命令可复现验证, ,docs/BUILDING.md,测试命令分散且新贡献者易漏跑,新增 scripts/check.ps1：cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure；失败返回非0；更新 docs/RUNNING.md,scripts/check.ps1 (new); docs/RUNNING.md, ,P2,M21,todo,运行 scripts/check.ps1 可完成 build+ctest 且失败会中止,powershell -NoProfile -ExecutionPolicy Bypass -File scripts/check.ps1
NEXT-V5-057,Stability,Profile 文件锁：避免多进程同时写同一数据目录,主流浏览器会避免 profile 被多实例破坏, ,docs/DESIGN.md,多窗口/多进程可能意外共享 profile 导致数据竞争,在 profile 目录创建 lockfile（QFile lock 或 OS mutex）；启动时检测并提示；incognito 绕过；提供最小单测,src/core/AppPaths.*; src/app/main.cpp; tests/TestAppSettings.cpp (or new), ,P2,M21,todo,同一 profile 启动第二个实例会提示并退出或切换到新 profile,启动 xbrowser --profile A 两次->第二次提示->不破坏数据；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure
NEXT-V5-058,Packaging,Installer/分发：生成可运行目录并可选 MSIX/NSIS,Zen 可交付；XBrowser 需稳定产出可运行包, ,docs/BUILDING.md,package.ps1 已有但缺少 installer 路线与版本化输出,扩展 scripts/package.ps1：输出带版本号目录；新增 scripts/package_msix.ps1 或文档指南；确保 WebView2Loader 与 Qt plugins 齐全,scripts/package.ps1; scripts/package_msix.ps1 (new); docs/BUILDING.md,NEXT-V5-056,P3,M21,todo,dist 目录可在无 Qt 环境机器运行且文档说明清晰,运行 package 脚本->在干净环境运行 dist\\Release\\xbrowser.exe；检查可启动
NEXT-V5-059,Updates,更新提示：版本变化展示一次并可打开 Release Notes,Zen 更新后会提示用户并给出下一步, ,docs/UX_SPEC.md,版本提示缺少 release notes 跳转（若已实现则改为补齐）,版本变化时在 NotificationsStack 显示一次提示；按钮打开 docs/CHANGELOG 或 GitHub releases；支持关闭不再提示,src/core/DiagnosticsController.*; ui/qml/components/NotificationsStack.qml; ui/qml/BrowserWindow.qml, ,P3,M21,todo,升级版本号后首次启动出现提示且点击可打开 release notes,修改版本号->启动->出现提示->点击打开链接；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure
NEXT-V5-060,Meta/Process,模块验收与归档(M21 Engineering/Delivery),工程化任务也要归档并刷新 merged, ,docs/UX_SPEC.md,M21 任务尚未归档,完成 NEXT-V5-056..059 后把 Status 置为 done；运行合并脚本刷新 merged CSV,reference/developing/zen_browser_next_plan_v5.csv; scripts/merge_plans.ps1,NEXT-V5-056,P0,M21,todo,merged_developing 中不再包含 NEXT-V5-056..060 且 counts 更新,修改 Status->done；运行 powershell -NoProfile -ExecutionPolicy Bypass -File scripts/merge_plans.ps1 -IncludeLayout；检查 reference/zen_browser_merged_all.csv
NEXT-V5-061,Omnibox,搜索建议：Web suggestions 开关与 provider 抽象,Zen/主流浏览器地址栏可选展示搜索建议且可关闭, ,docs/UX_SPEC.md,Omnibox 仅本地建议且无 web suggestions,OmniboxUtils 增加 WebSuggestionsProvider 接口；默认使用公开 open suggestions；Settings 增加开关；结果分组显示并限流,src/core/OmniboxUtils.*; ui/qml/BrowserWindow.qml; src/core/AppSettings.*; ui/qml/components/SettingsDialog.qml; tests/TestOmniboxUtils.cpp, ,P2,M22,todo,开启开关后输入关键词出现 Web Suggestions 分组且可 Enter 打开搜索,开启 web suggestions->地址栏输入关键字->出现建议->选择一条回车->导航到搜索结果；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure
NEXT-V5-062,Omnibox,Omnibox 动作项：Open in Split/Open in New Workspace,Zen/Arc 类地址栏提供动作快捷入口减少鼠标路径, ,docs/UX_SPEC.md,Omnibox 建议缺少动作项,OmniboxUtils 增加 ActionSuggestion（split/openInWorkspace/copyUrl）；UI 支持渲染并执行；可配置显示,src/core/OmniboxUtils.*; ui/qml/BrowserWindow.qml,NEXT-V5-061,P2,M22,todo,下拉列表出现动作项且点击或回车可执行对应动作,输入关键字->选择 Action: Open in Split->回车->进入 split 并打开；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure
NEXT-V5-063,Omnibox,Omnibox favicon：建议项显示网站图标并缓存,Zen 建议项带 icon 便于识别, ,docs/UX_SPEC.md,建议项无 favicon 或仅默认图标,增加 FaviconCache：获取并缓存 favicon；Omnibox 渲染 icon；失败回退默认图标,src/core/FaviconCache.* (new); src/core/OmniboxUtils.*; ui/qml/BrowserWindow.qml, ,P3,M22,todo,建议列表能显示常见站点 favicon 且二次打开命中缓存,输入访问过的站点域名->建议显示 favicon->重启后仍可快速显示；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure
NEXT-V5-064,Omnibox,WebSuggestions 单测：解析/限流/排序,建议逻辑需可回归避免排序变化, ,docs/UX_SPEC.md,TestOmniboxUtils 未覆盖 web suggestions,为 provider 增加 mock；TestOmniboxUtils 覆盖：请求 debounce；返回解析；limit；与本地建议排序,tests/TestOmniboxUtils.cpp; src/core/OmniboxUtils.*,NEXT-V5-061,P2,M22,todo,ctest 覆盖新增用例且通过,cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure
NEXT-V5-065,Extensions,扩展工具栏溢出：pinned 超出时收纳到 overflow menu,Zen/Chromium pinned 扩展过多时有溢出菜单且不挤压地址栏, ,docs/UX_SPEC.md,pinned 扩展过多可能挤压布局或不可达,在 toolbar 增加 overflow 按钮；超过宽度的 pinned icons 放入菜单；支持点击打开 popup；保持顺序,ui/qml/BrowserWindow.qml; ui/qml/components/ExtensionsDialog.qml, ,P2,M22,todo,安装并固定多个扩展后出现 overflow 且所有扩展可点击打开,固定>=10个扩展->出现 overflow->点击菜单项打开对应 popup；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure
NEXT-V5-066,Extensions,扩展 Site Access 展示：host permissions 可读且有基本提示,Zen/Chromium 详情页展示权限与站点访问范围, ,docs/UX_SPEC.md,扩展详情信息不完整,ExtensionsDialog 详情抽屉增加 permissions/host permissions 展示；对 <all_urls> 做醒目提示；支持复制,ui/qml/components/ExtensionsDialog.qml; src/core/ExtensionsStore.*; src/engine/webview2/BrowserExtensionsModel.*, ,P2,M22,todo,打开扩展详情可看到 host permissions 且 <all_urls> 有提示,安装一个有 host permissions 的扩展->打开详情->信息完整；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure
NEXT-V5-067,Extensions,扩展快捷键：展示 commands 并与 ShortcutStore 冲突提示,Zen/Chromium 支持查看扩展 commands 并避免与系统快捷键冲突, ,docs/UX_SPEC.md,扩展快捷键不可见,获取 extension commands（若可用则接入）；在 ExtensionsDialog 展示列表；与 ShortcutStore 检测冲突并提示,src/core/ExtensionsStore.*; ui/qml/components/ExtensionsDialog.qml; src/core/ShortcutStore.*,NEXT-V5-066,P3,M22,todo,扩展详情页可看到快捷键并在冲突时提示,安装带 command 的扩展->打开详情->看到 shortcut；设置一个冲突快捷键->显示警告；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure
NEXT-V5-068,Extensions,扩展相关单测：overflow 逻辑与权限展示,扩展管理 UI 回归风险高需覆盖关键逻辑, ,docs/UX_SPEC.md,缺少扩展新增逻辑的单测,追加 QtTest：ExtensionsStore 解析 host permissions；overflow 计算逻辑可单测（提取到 helper）；ctest 通过,tests/TestExtensionsStore.cpp; src/core/ExtensionsStore.*,NEXT-V5-066,P2,M22,todo,ctest 覆盖新增用例且通过,cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure
NEXT-V5-069,SplitView,链接右键：Open Link in Split View（新 pane）,Zen 分屏体验路径短：右键即可把链接打开到另一 pane, ,docs/UX_SPEC.md,WebView2 context menu 缺少 split 入口,WebView2View contextMenuRequested 提取 linkUrl；ContextMenu 增加 Open Link in Split；调用 SplitViewController 打开到空 pane 或新增 pane,src/engine/webview2/WebView2View.*; ui/qml/components/ContextMenu.qml; ui/qml/BrowserWindow.qml; src/core/SplitViewController.*, ,P1,M22,todo,右键链接选择 Open in Split 后分屏出现并打开该链接,打开网页->右键一个链接->Open in Split->分屏并打开；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure
NEXT-V5-070,SplitView,分屏操作：Swap panes 与键盘快捷键,分屏需要快速交换左右避免拖拽成本, ,docs/UX_SPEC.md,SplitView 缺少 swap/快捷键,SplitViewController 增加 swapPanes；命令 split-swap（例如 Ctrl+Shift+S）；UI 增加按钮入口；持久化顺序,src/core/SplitViewController.*; ui/qml/BrowserWindow.qml; src/core/ShortcutStore.*; tests/TestSplitViewController.cpp, ,P2,M22,todo,Ctrl+Shift+S 可交换两个 pane 的网页并保持焦点,开启 2-pane 分屏->两侧打开不同网址->按 Ctrl+Shift+S->两侧互换；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure
NEXT-V5-071,SplitView,分屏关闭与聚焦：Close pane/Focus next pane,分屏应可键盘关闭与切换焦点, ,docs/UX_SPEC.md,分屏 pane 关闭与焦点切换路径长,命令 split-close-pane / split-focus-next；支持关闭当前 pane 但保留至少1 pane；更新 UI 状态与 session,src/core/SplitViewController.*; ui/qml/BrowserWindow.qml; src/core/ShortcutStore.*; src/core/SessionStore.*, ,P2,M22,todo,可用快捷键关闭当前 pane 且焦点移动到剩余 pane,开启3-pane->关闭当前 pane->paneCount 减1 且焦点切换；重启后保持；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure
NEXT-V5-072,SplitView,SplitView 单测：open link/swap/close,分屏状态机需要回归测试, ,docs/UX_SPEC.md,单测未覆盖 swap/close/open link,扩展 TestSplitViewController 覆盖 swapPanes/closePane/focusNext；SessionStore 持久化顺序,tests/TestSplitViewController.cpp; tests/TestSessionStore.cpp; src/core/SplitViewController.*; src/core/SessionStore.*,NEXT-V5-070,P2,M22,todo,ctest 覆盖新增用例且通过,cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure
NEXT-V5-073,Meta/Process,模块验收与归档(M22 Omnibox/Extensions/SplitView),模块完成后刷新 merged 与统计, ,docs/UX_SPEC.md,M22 任务尚未归档,完成 NEXT-V5-061..072 后把 Status 置为 done；运行合并脚本刷新 merged CSV,reference/developing/zen_browser_next_plan_v5.csv; scripts/merge_plans.ps1,NEXT-V5-061,P0,M22,todo,merged_developing 中不再包含 NEXT-V5-061..073 且 counts 更新,修改 Status->done；运行 powershell -NoProfile -ExecutionPolicy Bypass -File scripts/merge_plans.ps1 -IncludeLayout；检查 reference/zen_browser_merged_counts_by_area.csv
NEXT-V5-074,Core/UI,启动失败：MenuBar 类型冲突导致 visible 不存在,启动应稳定且 UI 不应因 import 冲突崩溃, ,docs/UX_SPEC.md,Qt.labs.platform 导致 MenuBar 解析为平台类型且无 visible 属性,为 Qt.labs.platform 设置 alias 仅用于 FileDialog；确保 MenuBar/Menu/MenuItem 使用 QtQuick.Controls,ui/qml/BrowserWindow.qml, ,P0,M15,done,启动不再报 Main.qml/BrowserWindow.qml 错误且菜单栏可按设置显示/隐藏,启动应用->进入主界面；Settings->Show menu bar 开关可隐藏/显示菜单栏；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure
